PACIFIC Exchange Rate Service
Jul.Day	YYYY/MM/DD	Wdy	USD/GBP	EUR/GBP	CNY/GBP
2458037	2017/10/10	Tue	1.3202	1.1186	8.6772
2458038	2017/10/11	Wed	1.3207	1.1148	8.7057
2458039	2017/10/12	Thu	1.3206	1.1152	8.7010
2458040	2017/10/13	Fri	1.3299	1.1235	8.7492
2458043	2017/10/16	Mon	1.3271	1.1244	8.7465
2458044	2017/10/17	Tue	1.3180	1.1211	8.7272
2458045	2017/10/18	Wed	1.3182	1.1191	8.7362
2458046	2017/10/19	Thu	1.3171	1.1127	8.7142
2458047	2017/10/20	Fri	1.3185	1.1187	8.7309
2458050	2017/10/23	Mon	1.3194	1.1234	8.7621
2458051	2017/10/24	Tue	1.3138	1.1167	8.7166
2458052	2017/10/25	Wed	1.3252	1.1228	8.8008
2458053	2017/10/26	Thu	1.3177	1.1265	8.7515
2458054	2017/10/27	Fri	1.3110	1.1309	8.7225
2458057	2017/10/30	Mon	1.3195	1.1348	8.7716
2458058	2017/10/31	Tue	1.3259	1.1386	8.7983
2458059	2017/11/01	Wed	1.3271	1.1417	8.7647
2458060	2017/11/02	Thu	1.3085	1.1222	8.6479
2458061	2017/11/03	Fri	1.3078	1.1254	8.6762
2458064	2017/11/06	Mon	1.3137	1.1326	8.7168
2458065	2017/11/07	Tue	1.3145	1.1354	8.7259
2458066	2017/11/08	Wed	1.3105	1.1304	8.6835
2458067	2017/11/09	Thu	1.3131	1.1285	8.7211
2458068	2017/11/10	Fri	1.3203	1.1323	8.7670
2458072	2017/11/14	Tue	1.3139	1.1161	8.7181
2458073	2017/11/15	Wed	1.3168	1.1152	8.7195
2458074	2017/11/16	Thu	1.3192	1.1207	8.7477
2458075	2017/11/17	Fri	1.3207	1.1197	8.7517
2458078	2017/11/20	Mon	1.3241	1.1270	8.7858
2458079	2017/11/21	Tue	1.3240	1.1282	8.7795
2458080	2017/11/22	Wed	1.3288	1.1270	8.7865
2458081	2017/11/23	Thu	1.3306	1.1230	8.7572
2458082	2017/11/24	Fri	1.3336	1.1186	8.8036
2458085	2017/11/27	Mon	1.3340	1.1192	8.8026
2458086	2017/11/28	Tue	1.3296	1.1201	8.7819
2458087	2017/11/29	Wed	1.3417	1.1322	8.8663
2458088	2017/11/30	Thu	1.3504	1.1353	8.9297
2458089	2017/12/01	Fri	1.3486	1.1343	8.9220
2458092	2017/12/04	Mon	1.3482	1.1378	8.9233
2458093	2017/12/05	Tue	1.3438	1.1366	8.8930
2458094	2017/12/06	Wed	1.3379	1.1342	8.8481
2458095	2017/12/07	Thu	1.3428	1.1390	8.8892
2458096	2017/12/08	Fri	1.3397	1.1393	8.8718
2458099	2017/12/11	Mon	1.3354	1.1325	8.8388
2458100	2017/12/12	Tue	1.3325	1.1354	8.8225
2458101	2017/12/13	Wed	1.3368	1.1357	8.8471
2458102	2017/12/14	Thu	1.3427	1.1383	8.8761
2458103	2017/12/15	Fri	1.3326	1.1320	8.8064
2458106	2017/12/18	Mon	1.3394	1.1353	8.8637
2458107	2017/12/19	Tue	1.3365	1.1299	8.8273
2458108	2017/12/20	Wed	1.3402	1.1289	8.8171
2458109	2017/12/21	Thu	1.3367	1.1264	8.8009
2458110	2017/12/22	Fri	1.3376	1.1293	8.7974
2458115	2017/12/27	Wed	1.3406	1.1266	8.7894
2458116	2017/12/28	Thu	1.3445	1.1253	8.7831
2458117	2017/12/29	Fri	1.3520	1.1268	8.7972
